2019-03-21 12:30:02,108 [Worker-118] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloaded https://repo.maven.apache.org/maven2/org/apache/httpcomponents/httpclient/4.5.6/httpclient-4.5.6.jar
2019-03-21 12:30:02,265 [Worker-118] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloading https://repo.maven.apache.org/maven2/org/apache/httpcomponents/httpcore/4.4.10/httpcore-4.4.10.jar
2019-03-21 12:30:05,261 [Worker-118] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloaded https://repo.maven.apache.org/maven2/org/apache/httpcomponents/httpcore/4.4.10/httpcore-4.4.10.jar
2019-03-21 12:30:06,413 [Worker-118] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2019-03-21 12:30:06,416 [Worker-118] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource
2019-03-21 12:30:06,418 [Worker-118] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2019-03-21 12:30:06,421 [Worker-118] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource
2019-03-21 12:30:08,048 [Worker-127] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2019-03-21 12:30:08,050 [Worker-127] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource
2019-03-21 12:30:08,051 [Worker-127] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2019-03-21 12:30:08,052 [Worker-127] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource
2019-03-21 12:31:38,091 [Worker-123] INFO  o.e.m.c.i.l.LifecycleMappingFactory - Using org.eclipse.m2e.jdt.JarLifecycleMapping lifecycle mapping for MavenProject: com.practice.NewFramework:MyFramework:0.0.1-SNAPSHOT @ C:\Users\ramandeep.singh.nagi\Documents\CCB_Last_Data\Personal\workspace\MyFramework\pom.xml.
2019-03-21 12:31:39,621 [Worker-123] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2019-03-21 12:31:39,623 [Worker-123] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource
2019-03-21 12:31:39,625 [Worker-123] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2019-03-21 12:31:39,626 [Worker-123] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource
2019-03-21 12:31:41,468 [Worker-123] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2019-03-21 12:31:41,470 [Worker-123] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource
2019-03-21 12:31:41,472 [Worker-123] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2019-03-21 12:31:41,474 [Worker-123] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource
2019-03-21 12:31:48,947 [Worker-123] INFO  o.e.m.c.i.l.LifecycleMappingFactory - Using org.eclipse.m2e.jdt.JarLifecycleMapping lifecycle mapping for MavenProject: com.practice.NewFramework:MyFramework:0.0.1-SNAPSHOT @ C:\Users\ramandeep.singh.nagi\Documents\CCB_Last_Data\Personal\workspace\MyFramework\pom.xml.
2019-03-21 12:31:49,822 [Worker-123] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2019-03-21 12:31:49,824 [Worker-123] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource
2019-03-21 12:31:49,827 [Worker-123] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2019-03-21 12:31:49,828 [Worker-123] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource
2019-03-21 12:36:07,786 [Worker-128] INFO  o.e.m.c.i.p.ProjectConfigurationManager - Update started
